"","county","weave_ct2010","gradrate","ccrpi","grade3","grade8","lbw","childnohealth","childpoverty","povertyrate","housingburden","momsnohs","collegerate","adultsnoedu","adultnohealth","unemployment","ChildZ","FamilyZ","CommunityZ","CWB_Index"
"280","DeKalb",13089021908,59.4,51.2,31,21.3,13.3,6.8,56.9,51.6,43.6,21.8,72.4,12.5,27.3,21.8,0.238363258091324,0.456791707230657,0.482440684701817,0.36745378850135
"281","DeKalb",13089021909,55,53.2,30.7,13.6,9.9,8.4,68.3,48.3,47.9,14.9,69.3,9.4,29.4,25.6,0.231814084711786,0.483951759734959,0.433999432774314,0.359592053811696
"282","DeKalb",13089021910,63.6,56.2,25.9,22.9,10.2,17.5,24.5,33.2,46.2,10,76.7,9.2,29.3,14.6,0.327449095342558,0.585987631393176,0.599818223682816,0.494826481963604
"283","DeKalb",13089021911,59.4,51.2,30.4,21.3,10.6,36.2,51.4,78.3,68.9,16.9,72.4,8.2,58.2,33.5,0.142405517539453,0.206137755681233,0.242088750096787,0.142015765231863
"284","DeKalb",13089021912,68.6,62.1,41.3,25.3,6.1,12.2,6.0021,9.9,39.8,3.2524,82.8,2.4,9.8,11.3,0.531267263341382,0.765062569771792,0.821157299934246,0.719606871507439
"285","DeKalb",13089021913,59.4,51.2,21.4,21.3,12.5,3.7,36.4,69.3,43.4,13,72.4,8.6,53.4,14.1,0.289537599190203,0.448165983602175,0.460224138358495,0.373278042733724
"286","DeKalb",13089022001,72.4,63.3,38.3,27.5,9.5,13.8,52.3,27.2,35.4,5.4,79.3,11.5,22.5,12.6,0.392667012154159,0.716191786904083,0.655440330629583,0.592516739463692
"287","DeKalb",13089022004,54.2,53.6,24.1,12.2,9.5,12.6,39.1,45.5,41,20.5,68.6,16.7,36.5,19.7,0.260531568359654,0.507215081340856,0.403167919145457,0.368340699500728
"288","DeKalb",13089022005,57.3,56.8,25.4,11.7,7,21.2,42.6,52.8,46.9,31.6,69.7,25.9,33.5,16.2,0.272883768792251,0.364409093639126,0.396016974626734,0.308928808168782
"289","DeKalb",13089022007,51.9,54.6,20,8.1,8.2,18.3,47.7,65.4,47.9,32.9,65.6,33.9,47.4,28.6,0.211971366489854,0.300533118053872,0.111890663193562,0.15971312960715
"290","DeKalb",13089022008,51.9,54.6,18.3,8.1,8.8,11.4,54.2,63.5,50.4,55.8,65.6,38.1,39.3,20.7,0.220384332843078,0.174094288844439,0.205161769668579,0.141713828321576
"291","DeKalb",13089022009,68.6,62.1,17.7,25.3,9.7,26.5,46.3,66.5,53.3,23.3,82.8,17.2,48.6,23.5,0.274563178586211,0.320700702430729,0.392238291717481,0.289463216429419
"292","DeKalb",13089022010,51.9,54.6,20,8.1,8.8,11,62.3,52.6,49.6,36.9,65.6,25.9,47.6,13.1,0.208788912249111,0.311162218482798,0.330853319334007,0.241134719075786
"293","DeKalb",13089022100,74.5,63.9,21.2,28.1,14.2,8.6,65.7,58.6,37.8,17.7,76.5,10.2,33.6,23.2,0.297384775954007,0.498279879320447,0.479595373685049,0.404278009008348
"294","DeKalb",13089022203,75.9,64.5,32.8,29.9,9.6,9.7,50.7,38.4,45.1,11.2139,76.8,4.6,18.2,14.4,0.426528456799907,0.565984128323581,0.691321532545397,0.552583821966552
"295","DeKalb",13089022204,75.9,64.5,30.2,29.9,8.2,4.7,33.6,42.7,43.9,21.3,76.8,19.7,32,8.8,0.502993134320447,0.491985439219106,0.572271108330973,0.504584854687594
"296","DeKalb",13089022301,75.9,64.5,74.5,29.9,4.7,3.4,7.2,16,38.8,2.2682,76.8,4.6,8.8,9.8,0.705667885007149,0.755308686947048,0.786705139853343,0.762546486416818
"297","DeKalb",13089022302,75.9,64.5,65.5,29.9,6.9,4.2,17.6,28.7,36.1,7.2,76.8,5.2,20,11.2,0.629056387483284,0.693656773361136,0.711522045680666,0.683329162307369
"298","DeKalb",13089022401,75.9,64.5,77.5,29.9,9.5,9.8793,5.9,12.8,35.5,1.3458,76.8,3.1,8.4,3.7,0.610531553584583,0.797156304851596,0.86343397238729,0.775370731607916
"299","DeKalb",13089022402,75.9,64.5,80.8,29.9,10.8,41.3,10.5229,4.9,75.8,6.6,76.8,3.3959,10.8,8.3,0.453518520894686,0.531247243642753,0.801046532704445,0.585984192334156
"300","DeKalb",13089022403,75.9,64.5,83.3,29.9,5,4,9.1,7.4,26.9,0.4837,76.8,1.4,5.3,4.2,0.711825161926415,0.884860140303637,0.885963429951966,0.855385795549936
"301","DeKalb",13089022500,89.2,87.1,85.4,52,8.9,14.7,29.1,14.2,37.7,7.9,84.9,4.8,6.2,8.6,0.749133188137335,0.73313508384853,0.864060475200429,0.795403906900079
"302","DeKalb",13089022600,89.2,87.1,81.4,52,8.4,4.5,3.4,10.3,38.5,-0.5144,84.9,1.1,8.9,4.6,0.853337815914693,0.797501170524254,0.919031442313021,0.877980107066691
"303","DeKalb",13089022700,89.2,87.1,84.4,52,8,1.3,8.6,13.8,38.7,3.9,84.9,8.9,5.9,9.2,0.870347642934585,0.753745650211567,0.829813221218441,0.833293902836568
"304","DeKalb",13089022800,89.2,87.1,80.9,52,5.2,4.3,17.3,19.8,28.2,7.5928,84.9,3.3,13,13.3,0.871889645628542,0.781532141211977,0.791453311453323,0.832044190237481
"305","DeKalb",13089022900,76.7,66.2,30.8,31.4,7.7,11.3,25.3,31.3,37.6,5.8,77,6.9,17.6,13.6,0.509118281749018,0.682176249632435,0.687502692562249,0.629032941726362
"306","DeKalb",13089023000,75.9,64.5,25.6,29.9,8,1.9,8.5343,4.6,39.5,1.1207,76.8,1.7,12.9,18.8,0.563306815483304,0.801458018123073,0.692631464638009,0.700319432279651
"307","DeKalb",13089023101,53.7,57,10.3,4.8,11.3,4.7,19.2,37.2,50.3,13.9,56.8,20.4,24.3,22.7,0.282573599089448,0.515851280365995,0.328890807884495,0.353092876528724
"308","DeKalb",13089023102,64.4,60.6,17,13.7,13.8,4.9,31.1,38.8,45.1,15.1,68.1,15.9,25.2,15.4,0.304918249566898,0.538981888733937,0.507406971176538,0.434151262121419
"309","DeKalb",13089023107,55.8,57,12.7,5.6,13.4,8.1,37.6,49.7,60.5,20.7,63.5,18.8,26.4,16.9,0.209764371192218,0.350636331119915,0.43462836810468,0.29529614026456
"310","DeKalb",13089023108,58.6,57,16.9,6.6,12,7.6,57.8,52.4,53.5,22.3,71.5,18.7,35.1,26.6,0.211339511569281,0.379784541533172,0.342527131180344,0.275505971980215
"311","DeKalb",13089023111,53.7,57,26.3,4.8,16.2,24,27.2,29.3,39.4,18.8,56.9,16.1,32.1,21.1,0.128540527907134,0.591772052762049,0.33808279367906,0.336390494864566
"312","DeKalb",13089023112,53.7,57,19.7,4.8,12.6,3.4,69.3,66.1,56.8,19.1,56.8,15.5,34.8,22.6,0.183387903797794,0.324776589600323,0.312467194549441,0.231762592680585
"313","DeKalb",13089023113,70.2,62.6,21.2,20.7,14.3,9.2,40.1,55.1,58.8,22,72.9,19.9,36.9,23.4,0.309697912349067,0.333586076654069,0.367605534920483,0.298165560149139
"314","DeKalb",13089023114,51.9,54.6,31.5,8.1,14.7,2.8,26.8,33.7,44,17.9,65.6,13.1,32.4,26.1,0.259168269233559,0.54799761849532,0.362830406035598,0.370955520875061
"315","DeKalb",13089023115,53.7,57,11.1,4.8,10.5427,20.0913,53.5748,59.074,50.9054,37.119,56.8,30.8,48.765,14.8819,0.146639397522278,0.27563424629936,0.213354437951005,0.162947033269657
"316","DeKalb",13089023204,52.4,54.4,27.6,9,11.4,7.7,27.5,36.9,38.7,13.7,66.3,13.3,18.8,21.7,0.277652150668868,0.601113718206547,0.480348612363252,0.441805091126298
"317","DeKalb",13089023206,55,57.4,26.2,6.7,9.8,12.5,24.2,32.9,51.2,12.8,66.3,8.8,27.3,23.6,0.297817899458943,0.533091808388344,0.45012075799874,0.408818732393161
"318","DeKalb",13089023208,75.5,58.5,19.3,13.2,14.2,2,36.9,40.6,49.6,12.7,75,8.4,26.6,14.7,0.335830966070702,0.515702577928581,0.606907389099886,0.470146654621901
"319","DeKalb",13089023209,77.9,59.6,22.9,11.6,11.7,3.6,9.2,25.5,29.3,12.3,75.4,7.9,22.8,20.3,0.439811286322811,0.721014228753028,0.573491095625254,0.581452794305138
"320","DeKalb",13089023210,70.6,60.5,24.3,9.2,13.6,6.6,28.7,35.8,47.5,7.6,75.7,8.6,24,19.5,0.330729766601697,0.58248928099647,0.572794923692601,0.484825970769636
"321","DeKalb",13089023211,59.5,60.4,23.8,8.1,12.5,17.7,11.9,21.5,34.3,12,75.6,5.4,22.5,21.8,0.283723072985387,0.702596356515155,0.57855081891976,0.522235289035564
"322","DeKalb",13089023212,60.9,60.4,17.2,8.2,12.6,8.1,22.5,38.4,42.6,9.5,75.6,7.8,28.9,26.4,0.299846888594585,0.595063515921983,0.480973056733302,0.446996557467059
"323","DeKalb",13089023213,53.7,57,19.2,4.8,11.2,13.2,26.8,40.1,55.9,12.8,56.8,11.7,17.1,13.1,0.243559246302077,0.471989619662761,0.52816710380847,0.392002715963718
"324","DeKalb",13089023214,59.5,60.4,25,8.1,13.9,13,22.3,33.7,44.7,10.4,75.6,13.2,33,15.2,0.266863163325228,0.592159804118488,0.53899919166599,0.455184630092608
"325","DeKalb",13089023303,67.2,59.1,17.7,17.2,10.2,20.3,36.1,51.4,50,20.1,59.9,17.6,27.2,18.6,0.284480743462117,0.423015053002546,0.397787320464445,0.338570474526655
"326","DeKalb",13089023306,71.9,62,31.7,19.6,12.2,7.2,17.3,30.8,41.7,6.4,73.1,7.6,25,12.5,0.421021538430958,0.650890142447719,0.631274032221141,0.565639857113818
"327","DeKalb",13089023309,61.8,60,13.2,11.4,11.7,10,27.4,43.9,47.2,12.6,71.3,7.6,33.4,17.8,0.29421972307574,0.520861567198054,0.521755101456566,0.427868102368045
"328","DeKalb",13089023310,63.9,59.7,13.3,14,14.4,10.6,48.2,55.2,58.7,10.7,67.2,13.4,27,21.7,0.219583194953209,0.407983376820787,0.444394029263929,0.326640686206664
"329","DeKalb",13089023311,71.9,64.5,30.8,26.2,10.3,4.1,26.3,27.6,33.6,9.5,79.9,4.1,20.6,17,0.4687489496016,0.700636354926379,0.675966635043328,0.619075821394393
"330","DeKalb",13089023312,76.3,62.3,29.1,17,10.7,15.7,30.3,29.1,48.4,7.2,77.6,5.4,22.3,14.3,0.379620932849733,0.604325803702545,0.671300286143959,0.545882014283604
"331","DeKalb",13089023313,67.2,59.1,15.7,17.2,13.6,9.1,33.5,38.9,46.3,13.6,59.9,14.3,25.5,20.1,0.291068066984202,0.539865124557144,0.414307647848641,0.396666367227492
"332","DeKalb",13089023314,77.9,60.3,14.9,11.6,17.1,7.4,7.1,33.5,45.6,9.7,73.5,7.1,24,18.2,0.331548173955352,0.591088909235981,0.582760483013544,0.49233040425756
"333","DeKalb",13089023315,69.4,61.7,30.2,20.5,11.8,8.9,4.8,22.9,39.9,7,70,1.7,19.6,10,0.433639409266349,0.690037451492598,0.706624329532578,0.613504991266815
"334","DeKalb",13089023316,71.9,64.5,29.3,26.2,11.9,4,1.7,17.7,39.9,4.9,79.9,7.9,22.1,21,0.493991357072947,0.723700977740487,0.59920353353386,0.610202853932333
"335","DeKalb",13089023410,52.4,44.9,18.8,3.4,12.3,7.8,53.6,61.8,58.9,16.4,56.6,15.8,34.3,26.5,0.141037849194299,0.34393847957317,0.270625946060584,0.21064135570968
"336","DeKalb",13089023411,52.4,44.9,19.3,3.4,15.5,9.7,34.6,37.4,40.2,12.8,56.6,12.2,30.5,20.3,0.124709750869047,0.594392074065386,0.380553375075819,0.351327950180487
"337","DeKalb",13089023412,64.2,60.5,16.3,13.7,13.8,14.1,22.9,35.4,37.9,14.7,80.3,12.6,23.1,28.1,0.273748169246097,0.606009880729946,0.488611820603013,0.445511815678685
"338","DeKalb",13089023413,66.2,63.4,33.6,19.6,11.8,3.7,1,31.4,41.2,10.9,81.5,5.7,11.3,16.2,0.467740307507807,0.622667848957142,0.730019930486531,0.604634132929476
"339","DeKalb",13089023414,66.1,63.2,23.2,18.6,12,22.2,40.4,34,44.9,13,81.4,4,21.1,16.2,0.265714412025072,0.572542367861828,0.692408371799742,0.501023930654906
"340","DeKalb",13089023416,65.4,61,27.5,6,12.5,8.9,10,17.2,46.2,8,80.5,6,23.5,11.6,0.357693860456998,0.660324439760535,0.708305614806062,0.575539974408064
"341","DeKalb",13089023418,65.8,60.5,22,9.3,12.8,17.8,7.7,26.8,48.3,5,75.5,5.8,21.8,13.9,0.30942785300035,0.628261075353421,0.661343217351915,0.528674614896837
"342","DeKalb",13089023419,65.8,61.1,25.7,6,11.7,5.8,16.9,25.6,37.2,5.5,79.8,8.7,15.5,14.3,0.368821377585558,0.708810288923849,0.696145885095451,0.595734246534515
"343","DeKalb",13089023421,69.3,61,20.7,6.3,13.3,24.5,36.6,45.9,46.1,10,72.4,8.8,26.9,20.9,0.213138619270016,0.538101924063955,0.520470468322971,0.407178354842759
"344","DeKalb",13089023422,72.5,62.8,21.5,5.3,14,7.9,29.6,23.9,41,9.8,70.4,9,13.2,10.3,0.318077067472952,0.660005985207808,0.685758606404758,0.553888024047691
"345","DeKalb",13089023423,69.7,60.3,18.2,5,11.2,29.7,7.9,28.6,55.8,8.8,68.5,7.5,26,20.4,0.269472067971385,0.542928998396263,0.513969887715437,0.426107744996498
"346","DeKalb",13089023424,72.5,62.8,16.6,5.3,11.5,23.2,12.1,30.6,45.6,9.1,70.4,7.3,31.9,25.3,0.305990041391217,0.606119155813266,0.446911594851352,0.441688802479863
"347","DeKalb",13089023425,66.2,63.4,32.3,19.6,11.3,6.5,9.5,13.4,32.5,7.3,81.5,5.2,20.3,18.8,0.440807466899435,0.777248003328642,0.661201188709316,0.637068811353431
"348","DeKalb",13089023426,65.9,62.4,27.2,14,13.7,8.2,12.1,23.6,40.8,7.9,81.1,8.7,13.7,17.8,0.363405956310619,0.675035252864504,0.67702214451367,0.572637681243125
"349","DeKalb",13089023427,65.5,60.9,15.8,7.1,13,9.6902,19.6,17.2,47.8,10.9,78.9,4.2,25.4,18.2,0.305151997383697,0.629895138618601,0.632021142950528,0.517477807079163
"350","DeKalb",13089023428,65.8,60.6,27.7,9.2,10.8,24.2,30.9,55.2,58,11.2,75.7,10.3,38.1,23,0.270262586824565,0.40970287719726,0.453143292062699,0.347745667258722
"351","DeKalb",13089023501,61.7,57,16.8,7.7,14.2,8.1,50.2,59.4,51.6,21.4,78.9,29.4,38.3,25.7,0.205252997879756,0.372459116762513,0.307587247149415,0.257860983701121
"352","DeKalb",13089023504,58.2,52.5,16.1,6.1,13.5,17.4,75.5,77,60.5,27.4,71.1,27.5,33.1,31.7,0.0809041535262642,0.202251145739706,0.233238501689963,0.116263560145361
"353","DeKalb",13089023505,61.7,57,15.8,7.7,11.6,4.1,33.7,45.6,47.5,17.1,78.9,12.2,34,34.7,0.296567548593611,0.482719278493316,0.377433737930838,0.360971576093991
"354","DeKalb",13089023506,61.4,57,17.9,7.6,14.1,2,35.2,34.3,38.6,19.1,78.3,15.8,23.8,17.8,0.269526844629984,0.576382608325417,0.556944819286574,0.455733727857634
"355","DeKalb",13089023507,56.3,57,19,5.8,16.4,29.5,17.7,39.9,43.7,19.8,65.1,15.5,28.4,16.4,0.114930269447302,0.513959733001095,0.464051084455574,0.343329834760243
"356","DeKalb",13089023601,56.1,49.8,17.5,5.2,10.6,6.0665,29.7,30.2,34.9,10.1,66.2,15.1,12.4,16.8,0.25926710759262,0.677474424815541,0.550233023637565,0.493083159756065
"357","DeKalb",13089023602,52.7,45.3,17.9,3.6,9.8,2.3,8.3,46.9,38.4,21.5,57.4,24.2,28,20.1,0.302056712452226,0.513862534075353,0.314211438899199,0.353649247813609
"358","DeKalb",13089023603,56.3,49.9,16.2,5.3,12.3,4,30.6,45,45.7,17.8,66.5,15.3,27.9,24.5,0.241064595131178,0.493275971559832,0.39227915074231,0.351874945539664
"359","DeKalb",13089023700,53.7,45.9,18,4.8,12.5,24.6,47.8,54.5,46.6,16.4,56.1,16.3,28.9,18.8,0.0765992752363198,0.459673918672372,0.371559940216621,0.274133436461878
"360","DeKalb",13089023801,52.4,44.9,14.5,3.4,9.7,12.4,50.8,24.3,37.3,13.4,56.6,16.6,21.8,12.6,0.154144119423371,0.661290460741659,0.473301281555501,0.422980579172424
"361","DeKalb",13089023802,52.4,44.9,16.4,3.4,8.9,20.9,64.4,49.6,43.1,26.7,56.6,18.2,27.8,16.7,0.0989759255057791,0.435897113335528,0.388720613724139,0.277693574116328
"362","DeKalb",13089023803,52.4,44.9,13.9,3.4,10.6,5.9,25.7,45.4,47.9,12.6,56.6,17.7,25.1,17.9,0.224575250374548,0.510124701483586,0.393282051025584,0.353823382863056
"363","Douglas",13097080102,69.8,68.4,31,17.5,9.7,22,28.3,40.6,42.7,9,66,6.7,22.7,12.3,0.373462027771328,0.58920813948398,0.604774088039012,0.513634005490949
"364","Douglas",13097080103,62.9,70.9,30.9,23.4,9.7,22.6,31.2,42,45.5,23,62.7,22.8,38.9,14.6,0.362720193776395,0.472100284253901,0.362023448659534,0.373466288192696
"365","Douglas",13097080201,62.9,70.9,38.4,23.4,10.1,16.5,24.4,39.4,30.8,30.9,62.7,20.1,20,20.6,0.416432331525324,0.535201071469405,0.413362387467835,0.437017322933242
"366","Douglas",13097080202,64.4,70.4,31.6,16.1,10,9,30.8,35.4,42.7,13.7,63.2,13.7,27.7,19.9,0.41541740120573,0.578300885046504,0.43133838633163,0.461503703928768
"367","Douglas",13097080301,74,69.1,33,13.7,11.2,7.9,39.1,51.9,47.4,14.3,73.5,12.8,28.5,18.3,0.412026515715838,0.477677347653793,0.518172623428164,0.448233800172511
"368","Douglas",13097080303,65.7,70.4,29.8,13.3,8.6,7.2,29.7,43.7,39.6,19.9,64.9,22.2,27.3,9.9,0.442379244282501,0.528029447070772,0.488246210948184,0.469446028180283
"369","Douglas",13097080304,75.1,68.9,38.8,13.3,9.4,3.5,18.3,28.8,42.7,13.7,75,17.4,20.9,10.1,0.5182578625489,0.603557334076653,0.619051208424921,0.574151570886125
"370","Douglas",13097080402,86.9,77.1,71.8,39,5.8,2.1,10.5,11.5,25.8,7.8,70.7,8.7,12.4,7.6,0.793026120470236,0.829067702456561,0.72220012499479,0.800865725961789
"371","Douglas",13097080403,83.8,75,55.9,27.1,8,2.1,7.1,17.4,30.2,6.6,71.4,13.9,13.2,7.7,0.689728615715957,0.782947170869556,0.684364871509873,0.73250213391027
"372","Douglas",13097080404,75.1,68.9,54.6,25.6,10.1,4.7,12.3,31.5,25.7,12.9,75,20,20.2,16.6,0.573333789967848,0.71981874629209,0.535743946200619,0.612961728031529
"373","Douglas",13097080505,85.9,76.4,49.3,22.2,7.7,9.8,35.9,37.2,37.6,16.3,70.6,14.9,22.5,16.6,0.584384762346422,0.590775985893901,0.531971390813051,0.560195537538526
"374","Douglas",13097080506,87.1,77.3,50.3,22.6,7.9,5.3,21.1,27.9,32.7,21.1,70.2,10.1,17.6,13.5,0.645626654279872,0.62988023671072,0.62092037289942,0.629438698727435
"375","Douglas",13097080507,84.6,75.2,54,28.2,8.6,4,18.3,29.8,33.9,8.6,75.7,9.2,17.9,15.4,0.650101637253618,0.695975142356309,0.642067893316798,0.666757302069193
"376","Douglas",13097080508,79.8,71.1,53.1,28.2,12.2,8,28.4,24.8,31.2,13.4,84.4,10.5,19.6,7.8,0.520066295601188,0.702920319589724,0.760968994585121,0.667788576923418
"377","Douglas",13097080509,79.3,70.5,51.9,42,8,8.1,6.5,8.2,28.8,9.2,83.7,7.3,11,9.7,0.652179628811881,0.811104888362445,0.802603758012293,0.773857566760974
"378","Douglas",13097080510,79,70,52.7,37.2,8.6,20.5,30.1,27.7,41.3,11.5,80.2,16.4,26.7,15.8,0.51980516680256,0.632180228029697,0.571518735904451,0.56999555076614
"379","Douglas",13097080511,77.8,68.8,59.4,44.6,7.4,1.5,5.1,21.6,32.9,7,80.6,7.7,10,10.5,0.705617808590105,0.74497984322621,0.77601258757164,0.754305300105806
"380","Douglas",13097080602,70.4,68.2,33.7,12.9,13.8,4.4,16.4,28.3,38,10.7,66.4,6.7,19.8,13.8,0.421552763623454,0.658683980016065,0.606226837012802,0.560235963469647
"381","Douglas",13097080603,75.6,66.3,51.6,19.7,11.9,20.1,12.7,25.2,35.5,9.4,72.4,12.5,21.5,3.8,0.441197443002781,0.696913326641341,0.700225477752046,0.616740471200365
"382","Douglas",13097080604,75.6,66.3,39.1,13,9.7,9,30.9,28.5,36.9,9.4,72.4,7.2,26.6,10.9,0.451275010200533,0.674291574801944,0.63829753486658,0.588448429017148
"383","Fayette",13113140101,82.5,72.9,48.2,48.4,9.5,1.1,19.4,18.6,33.4,12,82.8,7.2,9.7,6.4,0.665408393577917,0.720118297572394,0.838529484391937,0.752241848100398
"384","Fayette",13113140102,83.1,72.2,55.6,47.4,11.6,12,18.7,12.4,21.9,6.5,77.6,5.6,13.2,15.2,0.593158557239036,0.861983637600009,0.706088200499253,0.741157975638047
"385","Fayette",13113140203,82.5,72.9,63.1,48.4,6.5,0.5,6.7,18.1,32.6,4.3,82.8,8.1,10.6,10.9,0.769579804936607,0.778212106565237,0.780375412388842,0.791847305122144
"386","Fayette",13113140204,82.5,72.9,50.1,48.4,6.2,10.4,13.8,23.1,32.9,20.6,82.8,10.8,18.6,11.6,0.683801322058351,0.650098179803173,0.713495180737179,0.684042446762086
"387","Fayette",13113140206,91.3,89.7,73.3,61.2,9.7,6,2.2,5.7,28.8,6.2,88.8,3.8,6.4,5.7,0.851051442786724,0.840335304830422,0.926241541273581,0.898086893554051
"388","Fayette",13113140207,93,92.9,81.2,64.1,6,3.7,2.5,3.4,24,2.5649,90.2,2,3.7,5.3,0.958112997591424,0.907226676438392,0.966106329452253,0.977337311914195
"389","Fayette",13113140208,90.3,87.7,78.4,59.5,6.8,5.5,21.2,21.9,30.3,8.9,88,8.2,12,9.2,0.851820816578654,0.74993763021816,0.824585024824529,0.823496214728209
"390","Fayette",13113140303,93.4,89.8,66.4,65.4,6.1,4.7,11.2,14.6,33.3,11.1,90.6,4.7,7.9,6.7,0.895712524190127,0.742038133673093,0.913580524440599,0.866747537998771
"391","Fayette",13113140304,93.3,90.9,66.7,64.9,8.1,10.3,2,14.3,34.3,12.8,90.5,3.9,14.1,9.8,0.860801108947038,0.724905225109125,0.855069033246957,0.826702050272748
"392","Fayette",13113140305,87.9,77.5,63.3,53.2,10.7,16.7,10.8,16.2,28.9,4.7,80.6,12.5,14.3,9.2,0.666221255551683,0.809272556941032,0.733571095607197,0.753276229965544
"393","Fayette",13113140306,94.1,85.4,76.6,67.7,8.3,3.3,14.3,10.9,27.1,13,91.3,4.8,6.8,5.8,0.87382749276982,0.788000501162309,0.932410111462834,0.88565647772163
"394","Fayette",13113140307,94.1,85.4,79.7,67.7,7.3769,0.5,1.2,7,27.9,1.0559,91.3,1.7,1.8,4.8,0.935229032415003,0.875502100277023,0.990256992869761,0.964577643205425
"395","Fayette",13113140403,83.4,71.9,61.4,46.9,5.8,8.9,6.7,11.8,29.4,4.2,75.1,4.9,11.9,14.2,0.730624601072566,0.825818336011943,0.711713714394624,0.774497028876686
"396","Fayette",13113140404,89.7,79.6,58.7,52.4,8.8,0.9,14.6,14.7,28.5,3.9,81.4,7.3,18.9,8.8,0.769141925365776,0.823111573771675,0.757302495904351,0.802684708023908
"397","Fayette",13113140405,93.5,84.3,64.4,56.4,8.1027,5.3,25.5,10.8,26.4,10.5,85.4,4.2,5.7,8.6,0.787295627042273,0.809766254723067,0.874162880951886,0.84476525322538
"398","Fayette",13113140406,83.4,71.9,55.7,46.8,10.8,11.8,12.5,30.8,35.2,12.5,74.9,8.2,11.1,11,0.617826734276712,0.657306050082386,0.724244442467007,0.668490066967176
"399","Fayette",13113140407,85,73.9,51,48.2,8.8,7.9,8.8,21.1,33.9,5.1,76.6,4.6,12.7,10.7,0.682224104986466,0.752208577259508,0.756389911290695,0.74244549343494
"400","Fayette",13113140408,93.7,84.5,58,56.6,8.2,3.6,8.8375,11.2,21.9,2.6827,85.6,2.8,16,10.9,0.81841880633259,0.891596313522773,0.809746398875398,0.867421567805497
"401","Fayette",13113140501,93.8,84.8,67,59.4,8,1.1,3.6,12.3,31.1,3.1,87.1,4.9,5.3,6.9,0.870622470273426,0.81897995042444,0.900118439321213,0.886316585211955
"402","Fayette",13113140502,93.7,84.5,78.5,56.6,4.8,6.1,11.6,14,32.1,5.8,85.6,2.4,7.2,6.1,0.891871542339861,0.78763904588602,0.907090428792945,0.882630432933134
"403","Fulton",13121000100,82.4,71.1,88.7,58.3,10.3,6.6,8.4,8.6,23.8,0.1092,80.4,4,6.9,5.1,0.744599589761968,0.904851253652344,0.873447657263347,0.870637461677821
"404","Fulton",13121000200,82.4,71.1,87.2,58.3,8.8,9.5406,6.5,9.1,29.7,-1.0876,80.4,1,6.4,5.2,0.753290787731445,0.868666764263983,0.896466508886306,0.866317755765301
"405","Fulton",13121000400,82.4,71.1,89.7,58.3,8.8686,8.3801,5.9119,1.9,35.7,-2.4057,80.4,1,5.6,1.3,0.764288203001355,0.862029372770262,0.941361886536637,0.88320805495504
"406","Fulton",13121000500,82.4,71.1,80.6,58.3,4.2,9.2533,6.1,7.3,35.6,0.6632,80.4,3.4,12.5,5.1,0.810942922650953,0.821963642167368,0.849661294319818,0.849309012805286
"407","Fulton",13121000600,82.4,71.1,44,58.3,8.7,6.1,38.5,12,43.6,7.7,80.4,5.1,21.5,11.5,0.618376809797216,0.700749226067973,0.725199970873199,0.687596142761938
"408","Fulton",13121000700,79.3,68.9,39.3,48.7,10.4,9.3708,10.1,19.2,35,7.8,80.4,35,27,19.9,0.585783887641754,0.733930094266315,0.394686721260558,0.57301323781455
"409","Fulton",13121001001,82.4,71.1,72.9,58.3,11.3,9.3227,13.9575,12.9,41.8,-0.5707,80.4,2.1,9.1,5.5,0.672848501597143,0.764364508596036,0.871869798645032,0.785567446852728
"410","Fulton",13121001002,82.4,71.1,44,58.3,10.769,21,61.5,38.1,41.3,15.6,80.4,11.4,8.8,19,0.465010747384893,0.565508628191057,0.665031752857661,0.556122110588841
"411","Fulton",13121001100,82.4,71.1,84,58.3,7.6,9.2082,0.959,3.4,26.1,-0.8913,80.4,1.2,6.7,5.5,0.778060115892201,0.914890140187902,0.890379313603366,0.89235109703956
"412","Fulton",13121001201,82.4,71.1,79.7,58.3,11.2,13.0179,8.7341,3.9,43.5,0.5356,80.4,3.6,16.8,9,0.680481605596412,0.779418850698713,0.785767424813767,0.763948358705552
"413","Fulton",13121001202,82.4,71.1,79.3,58.3,6.9,7.57,17.0074,16.4,35.4,-2.0157,80.4,0.2,6.3,5,0.75359642465849,0.806126924376054,0.904813630572728,0.842648400304926
"414","Fulton",13121001300,82.4,71.1,69.1,58.3,8.4,11.8367,16.7551,10.8,45.5,12.8,80.4,7.3,15.7,9.4,0.690084744558306,0.658350577969928,0.760505101137961,0.706448318065269
"415","Fulton",13121001400,82.4,71.1,84,58.3,5.6,15,15,14.1,30.3,2.4568,80.4,5.214,12,3.7,0.749557081617753,0.822018286494852,0.853809802714439,0.82990970878949
"416","Fulton",13121001500,82.4,71.1,84,58.3,10.4,22.7,13.8284,12,37.1,4.2,80.4,4.5,13.5,6.3,0.642064325251884,0.770088588787862,0.824160180366173,0.760547891707949
"417","Fulton",13121001600,82.4,71.1,79.5,58.3,7.223,9.1632,9.0877,14.3,28.2,4.8058,80.4,6.1351,14.5,4.3,0.757851360425598,0.820846647624863,0.828357468181731,0.82317050511611
"418","Fulton",13121001700,82.4,71.1,31.4,58.3,11.3,3.2,73.9,56,48.1,23.8,80.4,5.1,30.8,14.2,0.494602084040277,0.394722969287243,0.65023468057125,0.487891626251947
